id,placed_at,cost,employee_id
8744,2024-09-27T20:17:21.084642,8.95,6
8745,2025-03-08T05:31:34.858220,10.45,4
8746,2024-12-15T22:23:25.188705,16.20,5
8747,2025-03-18T02:16:45.462036,25.25,3
8748,2025-07-07T12:38:12.852784,6.95,8
8749,2024-07-22T18:36:12.679910,8.45,6
8750,2025-05-11T22:00:49.551793,21.45,4
8751,2025-01-08T10:38:59.414567,22.00,4
8752,2024-08-02T12:54:22.824845,24.55,11
8753,2024-09-25T07:13:16.770473,21.95,8
8754,2025-06-06T06:32:40.272399,8.50,0
8755,2024-12-14T05:52:33.398595,9.75,8
8756,2024-07-24T19:12:18.309593,33.05,1
8757,2025-02-06T15:31:59.853452,24.25,8
8758,2025-09-05T18:38:26.062248,8.75,4
8759,2025-01-13T09:18:56.764773,37.70,4
8760,2024-07-02T00:02:15.358706,23.95,1
8761,2024-10-12T04:54:56.179478,28.60,6
8762,2025-09-22T17:07:36.704382,29.75,8
8763,2025-06-24T07:42:52.203897,41.25,11
8764,2025-08-27T20:20:02.781747,17.45,10
8765,2025-08-04T20:28:30.246816,14.00,10
8766,2025-04-09T12:00:04.047404,37.70,0
8767,2025-08-20T14:33:57.761479,23.40,1
8768,2025-05-10T17:14:18.610222,8.70,0
8769,2025-08-16T00:10:04.390912,9.50,0
8770,2024-09-24T03:32:48.090619,42.35,5
8771,2024-07-06T02:38:01.999349,40.05,8
8772,2025-08-16T20:13:54.069617,27.80,6
8773,2025-08-11T22:12:32.459469,23.10,6
8774,2025-01-26T08:08:49.389179,23.90,10
8775,2025-07-30T05:59:54.429904,34.20,1
8776,2025-08-21T20:33:48.692865,24.40,6
8777,2024-11-22T09:35:34.497210,27.15,9
8778,2024-10-28T08:48:22.921067,7.70,9
8779,2025-06-24T08:20:36.813858,18.25,8
8780,2024-10-26T09:17:38.970198,7.25,8
8781,2024-08-31T09:45:44.637155,22.25,6
8782,2025-02-09T21:34:16.757468,39.50,7
8783,2024-06-17T23:44:08.432399,6.55,0
8784,2024-06-15T19:06:33.217269,8.05,9
8785,2024-12-03T13:24:56.628618,29.95,11
8786,2025-09-29T21:03:19.618382,14.70,3
8787,2024-07-02T08:40:52.540818,26.75,10
8788,2025-02-26T07:13:53.254939,34.05,3
8789,2025-08-26T05:24:38.326076,8.00,7
8790,2024-09-19T10:34:35.246217,40.05,4
8791,2024-06-24T20:43:18.313724,30.95,11
8792,2025-09-07T21:01:22.717877,7.80,9
8793,2024-06-01T13:05:55.349970,10.00,2
8794,2025-08-08T00:39:45.302513,6.55,7
8795,2025-03-15T09:49:03.266060,40.45,1
8796,2024-10-14T23:05:31.796786,35.15,8
8797,2025-04-12T07:49:57.662542,39.70,4
8798,2025-04-05T07:54:31.258922,35.55,5
8799,2025-01-05T12:28:02.824502,43.65,11
8800,2024-07-06T11:57:17.944353,20.70,8
8801,2025-05-24T04:00:24.428793,32.00,11
8802,2024-09-12T14:39:58.529964,18.40,7
8803,2024-09-16T03:08:26.548826,41.70,10
8804,2025-03-25T03:54:37.488987,31.45,4
8805,2025-06-12T14:44:16.914229,18.70,0
8806,2025-08-16T23:18:33.126052,7.50,3
8807,2025-06-25T21:05:21.929084,23.65,2
8808,2024-07-16T22:14:41.302729,23.25,7
8809,2024-09-13T19:25:19.345394,29.55,7
8810,2024-07-06T06:04:14.092092,39.75,8
8811,2024-11-08T01:09:13.497617,33.40,0
8812,2024-05-23T14:26:03.291029,7.30,6
8813,2024-08-04T02:46:07.615047,22.45,9
8814,2025-01-31T14:52:36.989998,16.45,3
8815,2025-02-19T02:11:13.330165,28.60,4
8816,2025-08-13T20:35:50.483686,23.75,10
8817,2025-01-17T21:02:12.322374,28.70,11
8818,2024-07-17T10:37:15.529702,38.15,2
8819,2024-09-22T09:39:45.013074,38.50,3
8820,2024-11-15T01:42:09.570160,7.50,11
8821,2024-07-28T16:17:51.673308,39.95,3
8822,2024-07-06T02:53:32.699567,15.45,0
8823,2024-06-28T05:27:44.260974,42.90,7
8824,2025-08-04T20:44:30.178205,7.25,3
8825,2024-08-21T16:15:43.043577,21.40,4
8826,2025-07-10T06:31:38.880360,15.80,5
8827,2024-11-03T03:42:19.366995,41.05,10
8828,2025-01-21T00:41:18.558594,7.75,4
8829,2025-07-04T22:49:18.505291,17.15,6
8830,2025-04-08T08:53:48.723269,8.25,2
8831,2025-05-06T18:51:09.049041,41.15,3
8832,2025-03-26T19:03:47.022782,29.70,5
8833,2024-08-25T23:31:20.720862,18.70,7
8834,2024-11-10T14:00:20.891835,45.85,4
8835,2025-04-30T04:25:34,35.60,5
8836,2024-11-14T13:10:56.934102,13.75,2
8837,2025-06-14T08:56:01.333709,39.15,3
8838,2025-03-31T17:24:23.651559,23.40,5
8839,2024-07-31T18:05:55.794734,15.25,7
8840,2025-01-15T07:00:54.057763,13.10,4
8841,2025-03-07T16:05:37.529849,40.45,10
8842,2024-05-29T00:55:59.039138,25.50,0
8843,2025-01-27T17:36:52.930756,7.95,2
8844,2024-07-01T16:13:41.283349,38.20,2
8845,2024-10-18T10:17:48.731720,34.90,4
8846,2025-06-22T14:50:20.615666,31.00,9
8847,2025-09-13T05:19:02.234337,9.45,9
8848,2024-07-10T22:48:05.379391,14.95,7
8849,2025-01-04T09:05:09.242339,23.25,9
8850,2025-09-24T13:37:53.626410,34.05,1
8851,2025-09-06T04:42:46.074994,38.05,6
8852,2024-06-12T13:53:20.723866,9.95,7
8853,2024-12-07T11:17:07.077930,31.80,11
8854,2025-02-07T13:45:09.827632,39.85,7
8855,2024-07-13T07:26:17.344878,7.00,6
8856,2024-09-19T17:48:22.210618,7.25,11
8857,2024-08-19T11:32:48.944581,26.15,5
8858,2024-07-12T13:49:02.284527,19.60,6
8859,2025-03-06T19:48:56.401593,37.20,1
8860,2025-06-22T02:52:31.659703,39.25,8
8861,2024-11-02T04:08:49.162548,33.45,4
8862,2025-01-27T20:40:27.397410,16.20,7
8863,2025-09-04T17:41:04.023073,22.75,4
8864,2024-08-24T23:46:12.445744,26.45,3
8865,2025-05-04T15:46:56.370261,42.50,7
8866,2025-07-10T16:08:38.956455,6.70,6
8867,2024-09-08T13:52:28.134479,40.95,10
8868,2025-01-15T02:23:44.069101,15.25,4
8869,2025-05-21T22:32:42.088342,16.45,7
8870,2024-11-30T15:25:46,14.05,3
8871,2024-12-31T10:07:23.152634,25.15,10
8872,2025-07-27T08:48:38.439868,25.90,6
8873,2025-08-03T04:52:42.811856,6.50,8
8874,2024-12-02T20:23:26.631741,40.95,8
8875,2025-04-25T14:10:28.752927,40.40,11
8876,2025-07-15T06:22:23.689798,5.95,11
8877,2025-06-08T18:24:01.255935,23.50,4
8878,2025-05-08T02:11:58.343738,7.70,6
8879,2025-06-21T14:13:54.680791,38.65,10
8880,2025-07-20T05:00:13.219496,39.00,1
8881,2024-06-20T04:15:06.113500,16.00,7
8882,2024-11-18T03:39:04.049889,24.15,0
8883,2025-06-24T04:14:58.850358,12.90,6
8884,2024-06-26T06:05:09.692478,18.75,9
8885,2024-06-06T03:12:09.750538,28.70,3
8886,2025-05-04T08:06:36.845875,37.95,11
8887,2025-03-31T21:18:21.205374,29.00,7
8888,2025-04-03T09:11:38.608564,34.85,4
8889,2025-07-04T18:47:16.546970,31.75,3
8890,2025-01-07T05:41:29.422489,6.50,3
8891,2025-08-02T00:24:46.236701,35.40,9
8892,2024-12-11T09:07:54.478684,23.30,11
8893,2024-08-21T18:49:45.280717,36.70,6
8894,2025-06-19T01:20:08.245312,39.15,10
8895,2024-05-31T05:39:23.115337,38.70,4
8896,2024-05-26T04:40:12.823581,31.70,1
8897,2025-02-05T18:50:54.270801,26.70,2
8898,2025-04-01T23:50:49.033723,39.65,3
8899,2024-06-16T18:29:54.041235,33.65,10
8900,2024-11-15T06:33:42.196396,41.70,2
8901,2025-02-02T21:39:23.062352,34.45,10
8902,2025-02-03T22:17:18.024701,8.30,5
8903,2025-03-16T03:43:41.155549,7.75,1
8904,2025-01-09T08:19:16.446842,37.75,2
8905,2024-12-18T00:24:21.463684,32.90,5
8906,2024-08-31T05:07:58.663974,31.85,1
8907,2024-06-15T03:50:12.417266,25.15,8
8908,2024-09-12T14:10:13.600541,30.35,3
8909,2025-04-25T13:33:45.658809,22.50,8
8910,2025-06-28T14:07:11.556237,37.40,8
8911,2025-09-18T06:20:55.439304,9.45,7
8912,2025-07-16T03:16:31.618911,15.70,1
8913,2025-04-30T08:26:08,42.50,7
8914,2024-07-18T09:06:29.262076,22.20,2
8915,2024-12-28T02:19:59.494480,45.75,3
8916,2025-02-15T20:01:12.593388,12.15,1
8917,2025-01-17T04:52:38.304084,39.65,6
8918,2025-02-17T08:55:07.516967,25.95,0
8919,2025-06-15T08:17:14.218288,6.50,7
8920,2024-11-26T05:11:02.308224,32.45,5
8921,2025-08-02T00:42:01.653881,34.05,5
8922,2025-01-21T09:15:16.799458,36.50,6
8923,2025-08-12T02:29:04.125730,14.40,6
8924,2025-02-16T18:05:02.863987,25.15,4
8925,2024-08-10T02:29:14.381853,31.20,3
8926,2025-06-29T01:44:06.050380,18.95,5
8927,2025-09-08T10:28:09.612990,44.90,2
8928,2024-12-09T05:45:44.810793,16.75,11
8929,2025-05-30T07:33:47.778695,9.00,3
8930,2024-06-24T16:31:15.445715,24.00,1
8931,2024-11-30T19:53:29.740244,28.70,10
8932,2024-12-28T17:49:05.942643,25.75,3
8933,2025-07-25T10:24:18.102715,37.55,8
8934,2024-08-10T10:42:30.525678,27.05,9
8935,2025-05-30T10:12:33.631621,15.05,0
8936,2024-11-30T06:01:55.129829,6.25,10
8937,2024-08-29T06:00:09.391096,23.05,6
8938,2025-04-16T22:21:32.532110,9.75,9
8939,2025-03-07T04:03:47.833970,7.75,5
8940,2025-04-16T05:20:35.663504,30.25,4
8941,2024-12-20T08:02:35.381640,9.20,0
8942,2024-10-11T01:53:35.094184,39.95,8
8943,2025-03-12T01:35:46.710556,23.60,10
8944,2024-10-28T15:04:29.734799,7.25,10
8945,2024-08-15T04:10:10.683351,7.25,8
8946,2025-04-11T16:14:01.489844,17.50,8
8947,2024-08-06T17:07:20.401341,40.45,3
8948,2025-03-21T01:37:16.351853,36.90,4
8949,2024-07-10T02:35:27.934421,22.05,10
8950,2025-07-07T18:39:16.116192,13.80,5
8951,2024-11-28T11:42:15.911260,29.20,5
8952,2025-07-01T18:04:50.583394,30.40,7
8953,2025-01-13T00:14:46.885911,31.00,1
8954,2025-04-08T03:01:07.599702,16.20,6
8955,2025-05-12T21:32:35.761603,28.95,5
8956,2025-02-27T03:45:23.686435,8.45,6
8957,2025-06-09T11:09:09.030350,7.25,3
8958,2024-12-30T08:28:23.468129,40.50,5
8959,2025-09-24T21:36:29.700085,23.45,3
8960,2024-12-17T08:06:37.839378,10.30,2
8961,2025-04-07T02:35:28.294240,26.50,2
8962,2025-09-08T04:04:44.621826,30.65,0
8963,2025-07-26T14:51:53.707789,26.10,4
8964,2024-09-29T22:30:00.688943,9.05,7
8965,2025-04-09T16:46:22.793138,7.25,3
8966,2025-06-05T22:01:18.782573,40.65,11
8967,2024-08-06T19:44:10.254610,16.20,1
8968,2025-06-30T10:35:25.497852,24.35,8
8969,2025-06-22T12:40:33.675021,6.25,9
8970,2024-08-27T00:24:41.597655,9.20,3
8971,2025-05-28T11:25:23.078759,8.20,7
8972,2024-07-28T09:29:37.586690,36.50,7
8973,2024-09-21T05:51:02.375240,21.75,10
8974,2024-08-21T11:59:21.343895,41.40,4
8975,2024-08-25T12:31:02.693692,27.80,3
8976,2024-05-28T11:16:30.741906,10.75,11
8977,2025-03-03T07:11:48.541964,6.95,8
8978,2024-11-13T21:44:22.369030,32.40,9
8979,2024-11-08T06:12:20.959611,32.70,6
8980,2025-05-07T10:16:56.253904,44.60,1
8981,2025-01-29T11:14:02.483890,6.25,2
8982,2024-06-17T23:27:19.067513,18.75,6
8983,2024-12-22T17:48:32.284905,8.80,2
8984,2025-06-22T03:39:58.992788,7.75,1
8985,2024-09-03T17:00:49.422215,42.15,7
8986,2024-11-26T06:36:35.238099,32.40,3
8987,2024-11-21T03:17:43.981744,20.50,11
8988,2024-10-18T05:00:47.388468,45.95,3
8989,2025-06-04T22:14:37.455572,37.20,3
8990,2025-05-18T03:34:06.677750,13.95,4
8991,2025-08-27T16:28:21.598719,37.20,10
8992,2025-01-07T09:40:46.510560,23.20,11
8993,2025-09-18T03:35:56.995166,14.20,9
8994,2024-08-04T04:20:46.662471,16.20,11
8995,2025-09-11T12:40:47.602153,36.50,9
8996,2025-09-25T16:45:57.656826,6.80,8
8997,2024-06-04T16:19:08.464473,32.00,7
8998,2025-05-25T17:54:52.062916,30.75,8
8999,2024-11-21T12:04:19.876928,9.00,0
9000,2024-07-26T00:14:33.049003,7.25,0
9001,2025-06-12T15:10:46.740240,39.15,10
9002,2024-07-03T19:35:05.802241,42.75,3
9003,2024-11-19T14:51:36.073206,7.30,4
9004,2025-04-19T06:03:15.505456,30.60,9
9005,2025-03-02T09:42:19.942708,34.90,11
9006,2025-07-24T19:07:03.837603,39.75,11
9007,2024-10-09T08:40:03.679712,26.30,7
9008,2025-01-09T18:55:10.911139,28.15,0
9009,2025-07-21T14:08:52.306560,5.80,0
9010,2025-04-03T04:14:47.308209,29.70,6
9011,2024-08-01T04:16:32.454956,6.80,7
9012,2024-09-21T03:09:31.430206,34.35,8
9013,2024-06-18T23:00:00.869172,7.25,0
9014,2025-07-23T12:41:08.976889,42.30,5
9015,2025-09-16T10:40:40.336831,16.55,8
9016,2025-04-07T06:51:12.640861,16.80,3
9017,2024-08-05T13:41:29.584578,25.95,0
9018,2025-01-18T21:24:08.519277,29.40,3
9019,2024-10-25T04:48:56.271565,31.90,4
9020,2025-07-30T16:23:57.962364,9.95,6
9021,2024-11-12T14:04:26.499772,32.45,8
9022,2025-06-26T08:04:05.043564,38.30,7
9023,2024-12-26T13:02:07.755836,24.80,5
9024,2025-02-08T21:40:18.452023,23.55,10
9025,2024-12-17T07:53:03.460064,43.95,0
9026,2025-05-21T11:09:34.884689,37.50,8
9027,2025-04-08T09:31:56.443475,22.75,4
9028,2025-02-11T23:00:08.501145,41.50,7
9029,2025-08-29T05:11:55.150280,24.70,2
9030,2025-06-12T20:16:51.579275,9.50,0
9031,2025-06-29T04:46:24.952471,22.95,5
9032,2025-01-22T10:57:14.642635,22.95,10
9033,2025-04-15T11:55:12.441589,16.75,1
9034,2025-05-14T22:42:42.213011,26.90,5
9035,2025-09-19T05:17:13.151319,18.70,11
9036,2025-01-18T11:24:36.045978,23.65,10
9037,2024-11-07T10:28:58.637349,22.20,11
9038,2025-08-06T05:11:24.504526,22.50,4
9039,2024-07-18T12:23:27.483030,44.05,1
9040,2025-03-02T10:38:20.719983,5.80,3
9041,2025-06-21T18:02:01.336746,32.20,1
9042,2025-08-08T11:46:07.215003,35.90,6
9043,2025-07-12T23:01:14.514387,23.35,7
9044,2025-05-22T09:03:36.971853,14.00,5
9045,2025-06-19T17:27:33.476574,14.05,0
9046,2024-09-01T17:09:34.833140,8.50,1
9047,2024-12-14T23:12:57.252731,23.20,3
9048,2024-08-12T01:48:33.475105,24.20,2
9049,2025-01-12T03:53:28.765646,16.80,11
9050,2024-09-16T18:39:28.223163,9.95,10
9051,2025-09-19T21:57:47.117981,22.80,3
9052,2025-06-14T02:55:09.116076,21.50,3
9053,2025-09-04T14:38:22.035594,32.75,9
9054,2024-12-03T07:24:05.732625,33.10,11
9055,2025-03-22T11:04:16.789419,18.50,6
9056,2025-01-28T14:51:42.225137,23.75,8
9057,2025-07-28T21:20:31.151759,41.45,4
9058,2025-01-12T01:02:16.886324,10.20,3
9059,2025-02-25T15:22:24.691108,33.45,0
9060,2025-02-17T11:15:44.275408,11.75,10
9061,2025-01-02T10:39:15.778391,37.65,4
9062,2024-05-29T09:41:18.646516,31.55,8
9063,2024-08-28T08:52:33.634805,17.90,6
9064,2024-11-30T02:07:45.339875,36.00,5
9065,2025-01-11T09:22:56.690279,32.55,4
9066,2024-12-29T04:57:31.151475,16.25,1
9067,2024-08-14T07:12:50.180679,27.85,4
9068,2025-01-12T21:19:34.382158,25.15,1
9069,2024-08-15T07:26:15.989314,40.70,5
9070,2024-08-08T13:23:48.658045,7.95,8
9071,2024-10-10T02:13:01.702373,16.90,11
9072,2024-09-10T16:44:13.543265,18.45,9
9073,2025-05-07T18:52:54.513453,30.45,10
9074,2024-09-29T11:28:41.102446,21.50,5
9075,2025-09-02T08:09:25.175198,24.70,3
9076,2025-09-28T12:55:35.318264,8.45,3
9077,2024-07-25T19:30:36.737603,30.95,8
9078,2024-09-02T14:15:30.835302,43.70,9
9079,2024-11-17T11:51:58.728642,9.25,9
9080,2024-06-29T05:07:44.049459,26.45,8
9081,2025-02-15T20:54:36.555457,32.70,5
9082,2024-05-27T13:30:27.351158,27.45,0
9083,2024-09-25T22:35:30.801398,32.20,0
9084,2024-10-29T06:33:50.278644,14.25,10
9085,2024-06-02T22:48:24.900901,15.50,6
9086,2025-04-06T16:56:56.818653,39.20,11
9087,2024-08-11T04:44:39.176966,21.50,11
9088,2024-11-18T16:36:57.840210,30.00,0
9089,2024-10-10T13:51:46.213221,37.15,3
9090,2025-08-12T19:04:26.979149,37.10,4
9091,2024-06-18T01:27:55.020419,32.90,5
9092,2024-08-10T19:29:18.971147,12.70,0
9093,2025-01-26T02:02:05.752575,8.45,9
9094,2025-06-03T03:48:31.989159,19.50,6
9095,2025-07-25T01:40:47.231625,32.00,3
9096,2025-08-13T03:28:27.688735,6.20,4
9097,2024-12-25T16:28:51.496446,38.40,11
9098,2025-04-30T13:31:15,40.25,0
9099,2024-06-15T16:32:34.123461,18.25,7
9100,2024-07-08T00:51:33.472461,29.30,3
9101,2025-07-05T12:01:16.493580,6.55,1
9102,2025-03-31T02:41:23.232331,32.70,5
9103,2024-06-29T19:00:02.588580,30.20,7
9104,2025-05-21T13:52:06.714947,33.95,1
9105,2025-09-09T09:19:31.656135,25.70,1
9106,2025-01-31T10:48:13.619555,22.65,4
9107,2025-07-26T09:36:16.544176,22.75,7
9108,2025-08-27T01:55:04.860955,23.15,8
9109,2024-11-02T13:08:13.874869,34.15,8
9110,2025-03-08T05:52:03.866205,38.85,3
9111,2025-03-28T01:41:29.691211,16.80,9
9112,2025-08-19T22:52:08.183170,38.20,1
9113,2025-02-10T16:08:43.547217,39.65,10
9114,2025-09-18T01:01:13.353500,20.30,7
9115,2024-08-31T11:21:14.096972,33.25,10
9116,2024-11-23T09:36:52.471806,12.90,8
9117,2024-11-07T17:27:52.714046,16.45,5
9118,2025-06-10T01:06:18.214315,8.45,0
9119,2024-06-02T11:58:25.263496,6.95,7
9120,2024-06-11T13:32:53.626444,16.45,8
9121,2025-07-05T06:14:38.349048,42.95,4
9122,2025-06-08T21:18:03.154712,35.90,10
9123,2024-10-13T20:52:16.829523,37.60,3
9124,2024-08-10T16:31:55.900136,6.55,1
9125,2025-04-28T17:30:04.618334,16.50,5
9126,2024-10-22T04:15:02.094366,16.55,5
9127,2025-03-22T19:38:13.241708,32.55,3
9128,2025-06-23T23:58:22.759711,15.95,8
9129,2024-10-08T06:36:04.008263,15.95,8
9130,2024-06-16T13:45:01.633580,23.65,7
9131,2025-04-04T12:06:15.808097,22.00,5
9132,2025-09-14T18:46:54.588483,13.90,10
9133,2024-09-17T06:39:47.355730,9.00,4
9134,2024-07-13T03:47:07.689486,7.95,1
9135,2024-12-30T05:41:27.103772,8.70,3
9136,2024-10-17T08:57:35.419814,46.05,5
9137,2024-10-25T00:29:33.608615,8.25,2
9138,2025-03-03T14:55:08.484390,15.55,9
9139,2025-05-23T05:59:17.101338,7.95,7
9140,2025-07-20T17:20:39.994924,27.20,5
9141,2025-01-19T17:06:23.492556,5.95,0
9142,2025-07-01T21:59:19.118170,7.80,1
9143,2024-10-02T11:32:47.152045,41.70,5
9144,2024-09-03T13:52:19.916845,16.75,4
9145,2024-12-04T18:39:45.386560,47.40,5
9146,2025-06-07T12:26:13.582026,23.65,7
9147,2025-05-31T16:37:59.362692,35.90,8
9148,2025-08-25T05:02:26,14.80,3
9149,2024-12-10T00:58:13.657218,9.00,2
9150,2024-05-31T12:33:35.407744,35.95,6
9151,2025-08-06T22:26:21.484694,27.60,8
9152,2025-08-25T12:44:50,26.30,2
9153,2025-05-07T10:38:12.373304,29.70,4
9154,2025-01-25T17:15:24.048285,32.00,4
9155,2024-11-21T04:15:25.421065,38.90,10
9156,2024-07-18T09:04:02.816989,35.65,7
9157,2025-08-31T00:47:22.021517,8.55,8
9158,2025-04-25T02:11:45.050426,14.95,9
9159,2025-06-12T05:58:55.403654,9.70,8
9160,2025-03-07T22:20:26.046053,17.50,7
9161,2025-09-21T20:36:48.284496,8.00,3
9162,2025-08-01T04:19:36.970106,33.70,9
9163,2025-03-21T14:37:23.853996,39.55,3
9164,2024-10-26T02:35:57.116776,17.00,5
9165,2025-08-03T11:16:46.913594,37.15,3
9166,2024-10-12T16:28:03.737279,7.25,9
9167,2024-10-18T02:05:32.842869,39.00,8
9168,2025-08-21T12:40:14.141020,8.70,8
9169,2025-07-02T09:07:40.441590,34.15,10
9170,2025-03-23T15:46:30.229801,23.95,2
9171,2024-05-27T11:14:17.684752,16.20,8
9172,2025-06-21T22:35:31.577897,35.65,3
9173,2024-09-01T14:09:18.769695,22.95,4
9174,2024-09-24T15:34:05.434486,42.90,0
9175,2024-11-19T10:35:18.818513,15.70,1
9176,2025-05-31T01:31:12.805796,8.20,5
9177,2024-10-11T23:36:02.032820,33.15,8
9178,2024-08-22T01:07:25.292673,8.45,11
9179,2025-01-23T18:01:17.868102,39.30,5
9180,2025-05-20T17:45:06.494604,35.00,2
9181,2025-04-01T00:55:45.714375,9.50,3
9182,2024-06-18T06:26:59.738273,23.20,7
9183,2024-07-06T03:07:19.467202,24.50,7
9184,2025-05-15T16:01:33.594261,7.95,4
9185,2024-06-04T00:41:05.376787,9.95,9
9186,2025-02-19T15:10:33.519867,35.50,1
9187,2024-07-27T16:29:02.281744,20.20,3
9188,2025-05-21T13:31:42.323407,36.25,3
9189,2025-08-17T20:51:04.631226,18.00,4
9190,2025-08-03T23:09:48.104736,21.00,7
9191,2025-04-10T23:57:51.359784,6.95,6
9192,2024-12-24T17:21:14.118570,6.75,0
9193,2024-09-10T09:54:31.629026,26.20,11
9194,2025-07-09T02:55:26.175511,41.70,10
9195,2025-04-12T18:37:48.910730,25.15,11
9196,2025-01-07T02:00:20.127240,18.00,9
9197,2025-05-10T17:41:52.063573,16.00,8
9198,2024-12-01T10:33:06.615849,5.80,0
9199,2025-03-21T08:38:10.637553,16.75,4
9200,2025-01-10T12:58:52.582908,32.60,1
9201,2025-06-29T20:41:43.597138,22.30,11
9202,2024-06-29T22:38:17.152672,32.70,1
9203,2025-01-08T13:41:22.678071,42.90,7
9204,2025-09-08T23:47:44.409196,34.75,6
9205,2024-12-31T07:01:48.891383,9.00,7
9206,2025-07-28T23:24:01.776973,11.90,11
9207,2024-08-22T18:39:59.938965,35.20,8
9208,2025-03-03T20:41:25.806566,26.45,8
9209,2025-06-26T09:46:11.044248,6.95,8
9210,2025-04-07T13:23:09.865928,17.30,5
9211,2025-01-02T19:48:32.886365,40.90,4
9212,2025-02-20T02:12:56.345049,8.00,4
9213,2024-06-10T08:34:59.356265,26.50,11
9214,2025-08-03T01:47:07.934022,17.95,2
9215,2025-04-01T10:15:28.224043,35.15,1
9216,2025-02-26T06:51:13.354480,31.30,10
9217,2024-10-20T17:11:27.924171,23.95,4
9218,2024-09-29T06:03:37.384635,26.20,10
9219,2025-04-07T07:07:32.279988,22.45,0
9220,2025-02-18T03:26:58.794879,8.50,1
9221,2024-11-30T16:12:51,31.75,0
9222,2025-01-17T05:35:37.399092,31.50,5
9223,2025-06-09T10:59:42.401798,23.25,7
9224,2025-08-28T08:38:11.795528,41.10,8
9225,2025-07-28T19:04:49.333624,16.75,11
9226,2024-09-08T12:59:38.278737,25.25,0
9227,2025-08-10T06:52:25.509688,34.80,3
9228,2024-11-07T23:44:16.269780,32.20,6
9229,2024-06-22T07:49:59.676122,35.70,11
9230,2024-08-26T16:00:58.933604,6.95,2
9231,2025-08-29T12:50:09.978389,16.00,4
9232,2024-06-07T09:18:31.561364,22.90,0
9233,2025-09-27T03:46:13.624603,40.90,8
9234,2025-02-27T06:05:37.390385,9.95,11
9235,2024-09-13T18:33:55.817478,39.90,2
9236,2025-02-04T00:33:06.094646,37.85,1
9237,2025-08-20T14:58:03.918351,18.45,2
9238,2024-12-08T16:34:13.422453,8.45,0
9239,2025-01-05T14:24:02.153571,9.25,11
9240,2025-07-28T04:23:54.576642,16.25,5
9241,2024-08-21T10:49:59.223475,22.40,6
9242,2024-05-19T22:00:28.646841,25.20,2
9243,2024-12-01T10:24:36.033522,6.45,9
9244,2024-12-12T21:17:02.687627,13.95,10
9245,2025-04-21T03:21:03.193563,15.95,9
9246,2025-09-03T18:30:02.762550,41.40,3
9247,2024-06-05T05:12:04.449942,24.95,6
9248,2025-08-22T19:59:23.787455,39.70,1
9249,2024-10-26T19:37:22.231359,22.60,11
9250,2024-12-18T21:27:30.199585,30.95,0
9251,2024-06-19T02:08:21.148444,9.45,2
9252,2025-08-28T03:32:53.906288,33.10,11
9253,2024-06-14T14:23:46.877803,35.75,7
9254,2024-12-17T13:20:26.028413,7.70,4
9255,2024-10-21T04:04:04.514063,38.45,9
9256,2025-09-15T02:00:49.662833,44.70,1
9257,2025-01-21T06:03:13.789965,33.55,6
9258,2024-11-07T18:05:33.305106,34.10,7
9259,2024-05-26T21:54:26.492513,7.75,3
9260,2025-07-13T01:17:51.135188,14.95,11
9261,2024-10-23T07:36:08.471771,27.50,2
9262,2025-01-11T15:39:25.099288,7.00,2
9263,2024-06-07T23:27:24.758987,15.90,1
9264,2025-04-30T17:54:43,34.55,4
9265,2025-06-29T22:43:34.280732,30.45,5
9266,2025-06-11T18:21:20.849741,41.45,4
9267,2024-11-07T20:07:58.392465,8.45,7
9268,2024-07-10T17:01:05.626521,37.75,10
9269,2025-06-24T00:32:08.302422,31.20,2
9270,2024-08-21T05:21:50.111653,15.50,0
9271,2025-03-27T10:02:27.134490,39.70,11
9272,2025-01-31T16:03:50.148680,32.70,9
9273,2025-05-01T21:11:47.209638,38.00,10
9274,2024-12-21T20:22:16.974283,22.40,9
9275,2024-05-21T21:00:08.191904,7.75,9
9276,2024-09-18T07:50:24.050934,45.30,8
9277,2024-12-20T10:10:23.121724,39.10,0
9278,2025-02-23T04:12:09.680719,7.00,1
9279,2025-04-24T05:48:32.719399,8.00,6
9280,2024-07-26T16:49:59.845195,10.25,3
9281,2025-09-08T15:32:47.002025,36.85,7
9282,2024-06-14T09:35:59.375941,22.95,0
9283,2025-08-14T02:10:20.917012,44.10,0
9284,2024-11-09T05:50:01.713926,25.05,10
9285,2025-04-15T19:06:57.826804,35.70,6
9286,2025-04-23T05:42:29.823524,7.25,2
9287,2025-04-12T16:43:32.398489,24.20,2
9288,2024-10-28T07:28:21.668052,6.50,10
9289,2024-10-25T08:28:36.066275,34.95,6
9290,2025-03-15T23:01:25.857345,40.45,11
9291,2025-06-20T16:33:28.536440,23.70,7
9292,2024-05-20T14:57:23.871564,30.90,0
9293,2024-10-04T01:58:32.543113,24.85,8
9294,2024-06-06T21:23:34.416572,29.80,5
9295,2025-03-02T13:24:49.049550,33.45,8
9296,2025-03-04T16:29:30.065648,14.20,10
9297,2024-06-26T03:25:29.917275,6.20,1
9298,2025-04-19T14:08:55.383013,22.55,2
9299,2025-05-04T02:35:53.440542,39.20,0
9300,2025-05-16T15:35:48.026886,43.20,3
9301,2024-08-20T11:58:38.451132,6.50,6
9302,2025-02-09T08:11:18.957253,33.95,2
9303,2025-07-26T16:15:10.051279,11.45,5
